,id,minute,possession_team,play_pattern,team,player,shot_end_location,position,location,duration,shot_one_on_one,shot_outcome,shot_type,match_id,under_pressure,Goal,Goal_Win
102518,3a09f54e-977f-496a-8cdf-27a76d575924,18,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.4, 0.2]",Right Wing,"[112.7, 51.9]",0.834,,Goal,Open Play,69235,True,1,True
102519,6fa15137-9760-4a01-ad4e-f00a20848aac,23,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[94.5, 39.7]",Right Back,"[85.2, 38.6]",0.3263,,Blocked,Free Kick,69235,,0,False
102522,dc9a25e4-5ec9-47e5-b33a-e94ad5a4e08a,51,Barcelona,Regular Play,Barcelona,Xavier Hernández Creus,"[120.0, 38.7, 0.4]",Left Center Midfield,"[108.8, 36.5]",1.3458,,Goal,Open Play,69235,,1,True
102523,50f7c333-939b-4b37-a9be-b908e990917f,60,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[105.3, 21.9]",Center Forward,"[103.7, 19.1]",0.1275,,Blocked,Open Play,69235,,0,False
102524,3e8e1c04-7559-44cf-9050-b20d2dfdd93d,66,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[120.0, 36.0, 1.3]",Right Back,"[84.7, 49.6]",1.4663,,Post,Free Kick,69235,,0,False
102525,3df790c8-2317-48bc-bb61-293addcac675,71,Barcelona,Regular Play,Barcelona,Thierry Henry,"[120.0, 48.1, 5.3]",Left Wing,"[103.4, 26.5]",1.0222,,Off T,Open Play,69235,,0,False
102526,717b8e40-5bbd-4d89-ba9d-ef34ba9fc66b,72,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[107.9, 28.1]",Center Forward,"[106.1, 26.5]",0.0776,,Blocked,Open Play,69235,,0,False
102527,1bd12753-b375-4cc9-9a1c-0859d914765f,76,Barcelona,From Throw In,Barcelona,Sergio Busquets i Burgos,"[115.5, 41.8, 0.2]",Right Center Midfield,"[102.1, 47.7]",0.704371,,Saved,Open Play,69235,,0,False
102529,37cae404-031a-49e4-b3de-1734cecf597e,80,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[108.1, 39.9]",Right Back,"[83.6, 49.3]",0.7847,,Blocked,Free Kick,69235,,0,False
102530,7d2970df-58b4-4d25-b8a8-2c2dc8044bad,88,Barcelona,From Throw In,Barcelona,Carles Puyol i Saforcada,"[120.0, 47.4, 5.5]",Left Back,"[92.0, 27.5]",1.1893,,Off T,Open Play,69235,,0,False
102531,c3bf973a-f350-4110-ae7f-4767ff99b3ed,90,Barcelona,From Corner,Barcelona,Sergio Busquets i Burgos,"[120.0, 7.9, 1.0]",Right Center Midfield,"[98.6, 30.7]",1.7683,,Off T,Open Play,69235,,0,False
102533,1dc59f6c-e4e6-4a07-ae97-3c7ea483fffc,4,Barcelona,Regular Play,Barcelona,Xavier Hernández Creus,"[118.3, 38.2, 1.0]",Right Center Midfield,"[91.9, 46.1]",1.2034,,Saved,Open Play,69232,,0,False
102534,60fc695c-5101-49e7-910a-2c01d8edab53,4,Barcelona,From Corner,Barcelona,"Samuel Eto""o Fils","[120.0, 43.0, 0.7]",Center Forward,"[110.2, 45.8]",1.024304,,Goal,Open Play,69232,True,1,True
102535,7d0e13db-7532-4c04-95db-45a564b24403,13,Barcelona,Regular Play,Barcelona,Thierry Henry,"[120.0, 37.8, 0.3]",Left Wing,"[116.1, 37.6]",0.781359,,Goal,Open Play,69232,,1,True
102536,2334afe7-4118-45eb-bb72-f51e2f344a9f,15,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 29.9, 0.2]",Right Wing,"[112.3, 56.5]",2.646531,True,Off T,Open Play,69232,,0,False
102537,b7599334-c0bf-462b-82e7-9fb43a113379,19,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[118.3, 41.1, 1.3]",Center Forward,"[101.2, 45.2]",0.554191,,Saved,Open Play,69232,,0,False
102538,4034cbc1-99b5-466b-bc7d-401443d186de,20,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[120.0, 40.9, 0.2]",Center Forward,"[114.3, 43.1]",0.756169,,Goal,Open Play,69232,,1,True
102539,c3593660-8073-4d84-ae27-ed4fe56e6197,23,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 41.5, 0.1]",Center Forward,"[117.8, 42.9]",0.822399,,Goal,Open Play,69232,True,1,True
102540,b5972b61-765b-4389-9fec-4361cca88ee3,36,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[120.0, 36.7, 0.5]",Right Back,"[84.5, 49.5]",1.516713,,Goal,Free Kick,69232,,1,True
102541,2b30f377-2cc3-4af9-8ae7-a10f35d3d9dc,44,Barcelona,From Free Kick,Barcelona,Rafael Márquez Álvarez,"[102.6, 36.0]",Right Center Back,"[90.0, 31.7]",0.5703,,Blocked,Free Kick,69232,,0,False
102542,fbd9abc1-ed96-4cd3-bdb1-2634c6753bf1,44,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[117.6, 41.9, 0.6]",Right Wing,"[103.9, 48.5]",1.31526,,Saved,Open Play,69232,,0,False
102544,80fb17b8-a4f3-4605-bd86-3e930a8eed7b,49,Barcelona,From Free Kick,Barcelona,Thierry Henry,"[120.0, 37.1, 7.3]",Left Wing,"[107.4, 29.8]",0.953902,,Off T,Open Play,69232,,0,False
102547,35d59aa1-0234-4e46-9549-97602f6e0c19,84,Barcelona,From Corner,Barcelona,Carles Puyol i Saforcada,"[116.4, 42.0]",Left Center Back,"[110.8, 37.8]",0.3034,,Wayward,Open Play,69232,True,0,False
102548,53cc350d-d387-4994-9834-5d9fc34d3ecc,86,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[117.2, 40.9, 0.2]",Left Wing,"[108.1, 40.6]",0.3095,,Saved,Open Play,69232,,0,False
102551,def0d5ff-44e2-485a-ade0-dc75b1d9397d,3,Barcelona,From Free Kick,Barcelona,Andrés Iniesta Luján,"[100.9, 40.5]",Left Center Midfield,"[96.1, 41.0]",0.1922,,Blocked,Open Play,69216,,0,False
102553,dfbdb067-b1a6-4599-8f0f-b04b77cdc047,11,Barcelona,From Free Kick,Barcelona,Rafael Márquez Álvarez,"[120.0, 36.9, 3.5]",Right Center Back,"[93.2, 31.8]",1.1922,,Off T,Free Kick,69216,,0,False
102555,925ad035-ed36-4353-8aa2-1e31b6e99851,16,Barcelona,From Free Kick,Barcelona,Sergio Busquets i Burgos,"[120.0, 37.5, 2.1]",Center Defensive Midfield,"[114.4, 35.4]",0.5073,,Goal,Open Play,69216,,1,True
102556,31ce3d01-5a21-446a-855e-9defd35021cc,31,Barcelona,Other,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.3, 1.5]",Right Wing,"[107.9, 40.1]",0.5378,,Goal,Penalty,69216,,1,True
102559,ed69d58e-12d0-4988-be50-c7a29c7842fe,38,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[111.1, 34.3]",Center Forward,"[103.8, 31.8]",0.354,,Blocked,Open Play,69216,,0,False
102560,3a05f7c5-23d3-465a-836d-d5694be1d67f,38,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[120.0, 35.7, 2.4]",Center Forward,"[114.0, 31.9]",0.4313,,Off T,Open Play,69216,,0,False
102561,21dfa8a9-d1c0-4dde-96eb-037544c43139,39,Barcelona,From Free Kick,Barcelona,Thierry Henry,"[112.8, 36.3, 0.4]",Left Wing,"[100.0, 31.5]",0.56051,,Saved,Open Play,69216,,0,False
102562,27739e76-9fa0-43b8-823c-085f6488c9d5,40,Athletic Club,Regular Play,Barcelona,"Samuel Eto""o Fils","[101.4, 24.8]",Center Forward,"[99.2, 23.2]",0.2753,,Blocked,Open Play,69216,,0,False
102563,7ca4fde7-350e-48e1-996e-84b1faa4983d,42,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[112.9, 34.2]",Center Forward,"[112.1, 33.4]",0.0947,,Blocked,Open Play,69216,,0,False
102564,b5f0c785-78f5-4105-a4e7-3dea1cc05bf8,46,Barcelona,From Free Kick,Barcelona,Andrés Iniesta Luján,"[120.0, 36.2, 2.0]",Left Center Midfield,"[99.9, 35.9]",0.852,,Post,Open Play,69216,,0,False
102565,ddbcdc6c-1e74-43cc-b401-65fb7baabc88,50,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[105.9, 37.8]",Center Forward,"[104.3, 37.6]",0.0679,,Blocked,Open Play,69216,,0,False
102566,46c6a516-ccba-4f87-bc19-05cfcbda0d55,52,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[119.7, 43.2, 1.9]",Center Forward,"[113.0, 44.5]",0.4147,,Saved,Open Play,69216,True,0,False
102567,b068067b-031f-4003-beef-ae56a3d9f626,54,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[105.1, 44.0]",Left Center Midfield,"[102.3, 44.2]",0.1646,,Blocked,Open Play,69216,,0,False
102568,9a0ac95d-d86b-4b82-bb7a-735646add913,54,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[118.8, 43.7, 0.5]",Center Forward,"[115.2, 46.1]",0.2372,,Saved,Open Play,69216,,0,False
102569,27bda0cb-74e4-4b30-894c-9d5a4b997e1e,54,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[119.2, 43.0]",Left Center Back,"[110.2, 38.0]",0.5573,,Blocked,Open Play,69216,True,0,False
102570,7a3def09-afbc-4b91-8a80-5278a2728f22,54,Barcelona,From Corner,Barcelona,Carles Puyol i Saforcada,"[118.0, 38.4]",Right Back,"[110.3, 44.6]",0.6613,,Blocked,Open Play,69216,True,0,False
102571,e245de7e-d83e-4420-92ed-559ab190d67c,54,Barcelona,From Corner,Barcelona,Thierry Henry,"[119.5, 36.6]",Left Wing,"[115.6, 35.5]",0.180509,,Blocked,Open Play,69216,,0,False
102572,b9659d4b-30d4-4d07-a0d2-4a7f23e4fb6c,54,Barcelona,From Corner,Barcelona,"Samuel Eto""o Fils","[120.0, 37.9, 4.2]",Center Forward,"[115.1, 40.7]",0.339216,,Off T,Open Play,69216,,0,False
102573,fa06b1ae-a9cd-463d-b7a0-461ce1cb759f,56,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[120.0, 34.4, 1.0]",Center Forward,"[110.0, 42.3]",0.932624,True,Off T,Open Play,69216,,0,False
102574,bdb77649-a24e-441a-89d2-a8785b0a3f03,60,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[119.9, 28.4, 0.5]",Center Forward,"[94.2, 54.8]",1.591336,,Off T,Open Play,69216,,0,False
102575,b4db5ed5-4692-4d72-91f5-066cf499c8e2,64,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 41.1, 2.8]",Center Forward,"[108.1, 41.7]",0.5818,,Post,Open Play,69216,,0,False
102576,d33d31fd-0654-49a3-9218-ae0d7cbaf647,64,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.5, 5.6]",Right Wing,"[103.4, 48.9]",0.66093,,Off T,Open Play,69216,,0,False
102577,ec9dcfeb-0047-406f-960f-ea954c910d19,73,Barcelona,From Throw In,Barcelona,Thierry Henry,"[120.0, 44.7, 0.2]",Left Wing,"[101.6, 37.0]",0.714,,Off T,Open Play,69216,,0,False
102578,27c1488a-7f42-4486-a6bc-3a6b1939b05c,76,Barcelona,From Counter,Barcelona,Thierry Henry,"[112.0, 40.3, 0.2]",Left Wing,"[101.9, 39.7]",0.4158,,Saved,Open Play,69216,,0,False
102580,bcd09f0b-ae45-4228-a14e-bd9c9aace37d,82,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[107.9, 40.5]",Center Forward,"[106.6, 40.7]",0.097567,,Blocked,Open Play,69216,,0,False
102582,1bae9acd-4cd7-403e-b491-65ed07c78b9b,84,Barcelona,Regular Play,Barcelona,Rafael Márquez Álvarez,"[119.0, 35.3, 0.3]",Right Center Back,"[102.8, 35.5]",1.227531,,Saved Off Target,Open Play,69216,,0,False
102583,cfa6b89b-7a35-4048-9d15-f3588b93ea2b,87,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 36.0, 1.4]",Center Forward,"[108.1, 30.8]",0.471944,,Post,Open Play,69216,True,0,False
102584,974f58d7-f4cf-4709-84bb-520a6f1bdf04,93,Barcelona,From Keeper,Barcelona,Thierry Henry,"[113.5, 42.4, 0.2]",Left Wing,"[107.6, 43.4]",0.3294,,Saved,Open Play,69216,,0,False
102585,b74ea67a-8baf-47dd-b122-514e76abf3b6,3,Barcelona,Regular Play,Barcelona,Thierry Henry,"[102.1, 29.0]",Center Forward,"[97.3, 26.0]",0.2433,,Blocked,Open Play,69209,True,0,False
102587,ecbc6afe-743e-49da-9180-23b95054ebc7,19,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[120.0, 40.5, 6.3]",Right Back,"[91.1, 29.0]",1.673084,,Off T,Free Kick,69209,,0,False
102588,5bad416d-0d79-4f1a-a25d-8496ede3942b,28,Barcelona,From Free Kick,Barcelona,Rafael Márquez Álvarez,"[120.0, 37.0, 3.9]",Right Center Back,"[92.3, 30.9]",1.721341,,Off T,Free Kick,69209,,0,False
102590,cacd21eb-23b2-4c96-ac69-ad8d6ed68043,41,Barcelona,From Free Kick,Barcelona,Xavier Hernández Creus,"[106.5, 31.9]",Left Center Midfield,"[98.5, 26.6]",0.3864,,Blocked,Free Kick,69209,,0,False
102593,96b5f5dc-5683-4612-93e8-8634f643bf00,64,Barcelona,From Corner,Barcelona,Xavier Hernández Creus,"[120.0, 37.8, 2.8]",Right Center Midfield,"[114.7, 34.1]",0.7654,,Post,Open Play,69209,,0,False
102594,233024a4-913d-440a-8446-034efccd925d,64,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.7, 0.2]",Right Wing,"[117.3, 45.7]",0.743775,,Goal,Open Play,69209,,1,True
102595,3885876b-a4b3-4414-9962-d35fa942e093,70,Barcelona,Regular Play,Barcelona,Thierry Henry,"[113.0, 31.2]",Left Wing,"[109.1, 28.2]",0.316093,,Blocked,Open Play,69209,True,0,False
102597,46ef8230-fff2-4a31-9a11-c9562577d72a,80,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.7, 0.8]",Right Wing,"[110.1, 50.9]",0.82147,,Goal,Open Play,69209,True,1,True
102600,11e6ab3f-2570-4969-9d15-13068f64f35d,10,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[97.2, 33.6]",Right Back,"[89.9, 32.4]",0.2672,,Blocked,Free Kick,69231,,0,False
102601,1b4db7ed-cbef-4e35-858d-26d15d5a79f8,11,Barcelona,From Corner,Barcelona,Thierry Henry,"[119.0, 37.6, 1.7]",Left Wing,"[113.9, 38.3]",0.4566,,Saved,Open Play,69231,,0,False
102602,f27e5164-f420-402a-b4f0-d395f0bfb40b,17,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[113.9, 23.8]",Right Wing,"[110.7, 43.0]",1.022063,,Wayward,Open Play,69231,True,0,False
102604,121b41d9-961f-4a5c-b37e-b145c45c97a5,22,Barcelona,From Counter,Barcelona,"Samuel Eto""o Fils","[120.0, 41.1, 0.4]",Center Forward,"[114.0, 40.4]",0.549076,,Goal,Open Play,69231,,1,True
102605,3b30d0c6-cb7b-4ec7-8e02-9c5f022c6ce1,26,Barcelona,From Goal Kick,Barcelona,Thierry Henry,"[120.0, 43.3, 3.8]",Left Wing,"[94.0, 24.6]",1.009,,Off T,Open Play,69231,,0,False
102606,f32023fd-5d8d-4563-837e-efec296c9d24,28,Barcelona,Regular Play,Barcelona,Xavier Hernández Creus,"[113.0, 47.2]",Right Center Midfield,"[112.3, 48.8]",0.1301,,Blocked,Open Play,69231,,0,False
102607,fa2027e1-e357-4aa3-9302-cde159247042,38,Barcelona,From Free Kick,Barcelona,Xavier Hernández Creus,"[120.0, 42.3, 4.0]",Right Center Midfield,"[99.1, 49.6]",0.9259,,Off T,Free Kick,69231,,0,False
102609,9b58eacc-724a-4166-a875-ed75811dde8d,39,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[120.0, 37.9, 1.0]",Center Forward,"[114.1, 48.5]",0.645731,,Goal,Open Play,69231,,1,True
102611,7705dd33-ded8-40ad-919a-31da2db79f02,44,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[118.7, 39.6, 1.3]",Left Center Midfield,"[101.0, 21.2]",0.829464,,Saved,Open Play,69231,,0,False
102612,a2445784-588d-4192-8a59-80bc4bd74bab,54,Barcelona,From Throw In,Barcelona,Xavier Hernández Creus,"[120.0, 31.7, 2.2]",Right Center Midfield,"[94.1, 50.1]",1.08736,,Off T,Open Play,69231,,0,False
102613,a1f4cc2a-3ed1-4636-9710-e9b4587b93c5,59,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[118.4, 37.5, 2.2]",Center Forward,"[106.3, 26.8]",0.5742,,Saved,Open Play,69231,,0,False
102614,9e8c490a-4aae-42ae-bbb9-da10c113c158,60,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[114.1, 41.8, 0.0]",Right Wing,"[107.5, 44.9]",0.3008,,Saved,Open Play,69231,,0,False
102615,e8bd0e17-c04b-40c4-b37b-fa7a64b82148,64,Barcelona,From Throw In,Barcelona,Daniel Alves da Silva,"[120.0, 41.0, 2.1]",Right Back,"[112.0, 50.8]",0.396301,,Goal,Open Play,69231,,1,True
102618,07809533-7c45-4b82-a4a5-493847e611e1,70,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 44.1, 1.0]",Center Forward,"[116.1, 45.8]",0.2767,True,Post,Open Play,69231,,0,False
102619,0d96fd95-dab0-4ae3-a83a-0cff16277eea,75,Barcelona,From Throw In,Barcelona,Thierry Henry,"[120.0, 34.3, 1.3]",Left Wing,"[112.1, 37.8]",0.604447,,Off T,Open Play,69231,,0,False
102620,79bcfc29-8b34-4eee-88a3-e3f02f0ae266,77,Barcelona,Regular Play,Barcelona,Sylvio Mendes Campos Junior,"[120.0, 34.9, 4.2]",Left Back,"[109.0, 36.4]",0.945183,,Off T,Open Play,69231,,0,False
102621,8105d3e5-990b-41ff-a5cb-4a0700a7551d,91,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 32.6, 1.6]",Right Wing,"[103.2, 51.8]",1.268426,,Off T,Open Play,69231,,0,False
102622,136318ef-4844-42ee-a9a1-59baee79d615,92,Barcelona,Regular Play,Barcelona,Sylvio Mendes Campos Junior,"[103.5, 23.8]",Left Back,"[99.0, 19.7]",0.2777,,Blocked,Open Play,69231,,0,False
102623,88efc835-b319-49fa-a115-27eca576ea7e,6,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[120.0, 35.3, 2.4]",Center Forward,"[113.0, 35.1]",0.528711,,Off T,Open Play,69217,,0,False
102624,74bdefd6-809a-4a78-a652-35481a3b620c,9,Barcelona,From Throw In,Barcelona,Xavier Hernández Creus,"[120.0, 34.5, 0.2]",Right Center Midfield,"[105.1, 48.2]",0.8255,,Off T,Open Play,69217,,0,False
102625,00a32157-f365-4a3b-8c7b-6c43d84e26ba,11,Barcelona,From Goal Kick,Barcelona,Seydou Kéita,"[120.0, 42.7, 2.1]",Left Center Midfield,"[102.0, 23.6]",0.0934,,Goal,Open Play,69217,,1,True
102626,265685db-298e-4908-9e66-192b434687c5,13,Barcelona,From Keeper,Barcelona,Lionel Andrés Messi Cuccittini,"[107.8, 41.6]",Right Wing,"[105.0, 41.5]",0.0681,,Blocked,Open Play,69217,,0,False
102627,74c0a922-937a-46c1-85b9-640cc96987db,17,Barcelona,From Free Kick,Barcelona,Xavier Hernández Creus,"[106.3, 36.1]",Right Center Midfield,"[96.0, 34.1]",0.3309,,Blocked,Free Kick,69217,,0,False
102628,1007a7fb-9be8-49fa-94fc-db9f765c4015,20,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[109.7, 32.7]",Center Forward,"[108.4, 30.9]",0.149,,Blocked,Open Play,69217,,0,False
102629,8cb38703-e083-4ff3-a68b-4927b5aa022c,20,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[120.0, 49.3, 2.3]",Left Wing,"[103.9, 26.9]",0.9815,,Off T,Open Play,69217,,0,False
102632,07565fb4-3875-4e46-9a0d-26f2aea6f546,35,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[120.0, 37.4, 0.3]",Center Forward,"[115.1, 37.6]",0.3029,,Goal,Open Play,69217,,1,True
102633,2b066c7f-49f7-4eaa-96b8-564f4d39045e,38,Barcelona,From Free Kick,Barcelona,Xavier Hernández Creus,"[120.0, 39.3, 3.7]",Right Center Midfield,"[100.3, 26.0]",0.9416,,Off T,Free Kick,69217,,0,False
102634,91fb9afa-80b9-4d99-a898-50dece3bdf37,40,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[105.2, 44.3]",Left Wing,"[103.8, 44.3]",0.0441,,Blocked,Open Play,69217,,0,False
102635,88c7b4aa-f6b8-4d73-891f-dbe3ce8cf052,40,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[120.0, 38.0, 4.2]",Center Forward,"[109.7, 31.2]",0.4649,,Off T,Open Play,69217,,0,False
102636,8f56d112-8f35-4814-8d55-3e02b89a0f28,45,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[120.0, 42.9, 1.5]",Right Back,"[95.9, 54.1]",1.2176,,Goal,Free Kick,69217,,1,True
102637,bd99a357-f06b-4318-b42c-35b52715145d,50,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[113.7, 31.7]",Right Wing,"[111.6, 30.7]",0.0405,,Blocked,Open Play,69217,,0,False
102638,00e864cb-d2aa-4ecc-9b51-6fb3d8daa5ff,50,Barcelona,From Corner,Barcelona,Seydou Kéita,"[119.7, 40.4, 0.0]",Left Center Midfield,"[107.9, 33.7]",0.5574,True,Saved,Open Play,69217,,0,False
102639,088e60a1-b423-4baf-9ded-f8639acc7e3c,70,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[110.6, 27.4]",Center Forward,"[108.0, 25.1]",0.0658,,Blocked,Open Play,69217,,0,False
102640,fdc10c88-8ee5-4ed8-8d7b-4940b3302dba,71,Barcelona,From Counter,Barcelona,"Samuel Eto""o Fils","[120.0, 36.8, 4.2]",Center Forward,"[100.2, 33.4]",0.7723,,Off T,Open Play,69217,,0,False
102645,d7043ed5-e087-4e96-aaf8-ed584c990f5a,11,Barcelona,From Free Kick,Barcelona,Pedro Eliezer Rodríguez Ledesma,"[119.1, 43.5, 1.6]",Right Wing,"[114.8, 54.1]",0.348,,Saved,Open Play,69273,,0,False
102647,628a0b25-d532-4b0b-bedc-44c4ec1a8f15,17,Barcelona,From Throw In,Barcelona,Xavier Hernández Creus,"[96.5, 41.3]",Left Center Midfield,"[92.9, 42.1]",0.2079,,Blocked,Open Play,69273,,0,False
102648,974d3d0f-0e19-409b-9570-b8b62fcdce3b,18,Barcelona,From Counter,Barcelona,Andrés Iniesta Luján,"[120.0, 43.1, 4.2]",Left Wing,"[101.4, 25.7]",1.370469,,Off T,Open Play,69273,,0,False
102649,9a72f05f-7256-4e02-8dbc-7117d78b8d7d,22,Barcelona,From Free Kick,Barcelona,"Samuel Eto""o Fils","[114.2, 36.4, 0.6]",Center Forward,"[111.3, 34.5]",0.4966,,Saved,Open Play,69273,,0,False
102652,3d466630-87db-488b-9ed2-aedf5e8aee1d,34,Barcelona,From Free Kick,Barcelona,Xavier Hernández Creus,"[120.0, 43.6, 4.9]",Left Center Midfield,"[102.1, 40.2]",1.169156,,Off T,Open Play,69273,,0,False
102653,0e82e848-2186-45ac-80d4-3de65eb4f11c,39,Barcelona,Regular Play,Barcelona,"Samuel Eto""o Fils","[120.0, 40.6, 1.6]",Center Forward,"[102.1, 46.4]",3.9237,,Goal,Open Play,69273,,1,True
102654,26ddf94b-3b5a-45b5-8f93-b5fb2d5e4bd5,41,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[119.4, 42.7, 1.5]",Left Wing,"[109.9, 28.7]",0.7102,,Saved,Open Play,69273,,0,False
102655,6530f58d-428d-4ac3-b4d7-1b440d1478d8,49,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[120.0, 39.1, 5.8]",Center Forward,"[113.8, 38.5]",0.823511,,Off T,Open Play,69273,,0,False
102658,9e52c0bb-8f34-401c-a586-ef61d763aece,70,Barcelona,From Free Kick,Barcelona,Seydou Kéita,"[120.0, 37.8, 6.1]",Right Center Midfield,"[108.2, 39.4]",1.632091,,Off T,Open Play,69273,True,0,False
102659,0addd09c-e806-45e9-b51c-ce8a88007458,73,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[108.1, 39.0]",Right Wing,"[92.9, 39.7]",0.5785,,Blocked,Open Play,69273,True,0,False
102660,b1be7367-8225-4977-a45e-3a55efa46d85,74,Barcelona,From Corner,Barcelona,Andrés Iniesta Luján,"[120.0, 35.2, 0.5]",Left Wing,"[108.3, 41.8]",1.011796,,Off T,Open Play,69273,True,0,False
102661,c5d28e11-87d6-4045-88c4-987224f4c1c0,78,Barcelona,From Throw In,Barcelona,Daniel Alves da Silva,"[118.3, 39.7, 1.2]",Right Back,"[107.5, 60.3]",0.8345,,Saved,Open Play,69273,,0,False
102662,b02d53a1-f745-4a67-85a1-1cbccbca387f,78,Barcelona,From Throw In,Barcelona,"Samuel Eto""o Fils","[120.0, 35.2, 1.3]",Center Forward,"[113.6, 35.4]",0.973554,,Off T,Open Play,69273,,0,False
102664,55e1f8ba-ddec-4ff1-a420-4425f9290284,0,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[120.0, 40.5, 0.1]",Right Center Midfield,"[115.3, 40.0]",0.028152,,Goal,Open Play,69222,,1,True
102666,a70053d9-7790-4fe6-9ec5-a886b2f1902d,8,Barcelona,From Counter,Barcelona,Bojan Krkíc Pérez,"[120.0, 30.2, 0.0]",Center Forward,"[107.4, 55.0]",0.908946,,Off T,Open Play,69222,,0,False
102667,6f2e908c-a53e-43b7-8ffb-9f10344fb398,16,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[109.2, 52.7]",Right Center Midfield,"[108.4, 53.9]",0.0803,,Blocked,Open Play,69222,,0,False
102669,e8899118-233a-4fc7-b9c2-898b889dbe5e,38,Barcelona,From Free Kick,Barcelona,Daniel Alves da Silva,"[99.5, 27.4]",Right Back,"[90.1, 21.2]",0.2242,,Blocked,Free Kick,69222,,0,False
102670,da28d5a8-47e2-4531-a81f-83ebd1fabb43,38,Barcelona,From Corner,Barcelona,Rafael Márquez Álvarez,"[120.0, 37.1, 3.9]",Right Center Back,"[112.1, 36.3]",0.232072,,Off T,Open Play,69222,,0,False
102671,6815282d-c1e1-4145-8419-1fe138598e56,41,Barcelona,From Corner,Barcelona,Bojan Krkíc Pérez,"[116.1, 36.6, 0.2]",Center Forward,"[96.3, 20.6]",1.018396,,Saved,Open Play,69222,,0,False
102672,8d7a3d23-bbb4-403b-af4f-f8e82ab0341f,42,Barcelona,From Throw In,Barcelona,Bojan Krkíc Pérez,"[107.3, 42.2]",Center Forward,"[105.7, 42.1]",0.0068,,Blocked,Open Play,69222,,0,False
102673,edc71e44-cb4e-4ad0-92b2-780379ee8a1f,42,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[116.1, 43.9]",Right Wing,"[104.7, 44.1]",0.5299,,Blocked,Open Play,69222,,0,False
