,id,minute,possession_team,play_pattern,team,player,shot_end_location,position,location,duration,shot_one_on_one,shot_outcome,shot_type,match_id,under_pressure,Goal,Goal_Win
124314,fda0367d-ad37-4961-b06d-a99b9e6b9482,19,Barcelona,Regular Play,Barcelona,Ousmane Dembélé,"[120.0, 38.4, 7.8]",Right Midfield,"[96.2, 31.0]",1.363783,,Off T,Open Play,9811,True,0,False
124315,d859cd40-e0f5-40c9-8141-c0a19e4c249c,25,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[118.8, 43.6, 0.4]",Left Center Forward,"[113.0, 53.0]",0.18008,True,Saved,Open Play,9811,,0,False
124316,5be0f338-4158-46df-bd71-1a58e6a5a1fa,25,Barcelona,Regular Play,Barcelona,Philippe Coutinho Correia,"[105.0, 30.0]",Left Midfield,"[98.0, 24.0]",0.346,,Blocked,Open Play,9811,True,0,False
124317,afbc66d3-815a-4c47-bc6f-b29a39e5ece4,27,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.0, 5.1]",Right Center Forward,"[98.0, 36.0]",0.583,,Off T,Open Play,9811,,0,False
124318,fe32385f-f7ea-4a40-9a48-0b401efa04c1,29,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.9, 0.5]",Right Center Forward,"[107.7, 41.6]",0.872,,Goal,Open Play,9811,True,1,True
124319,7d0c20af-3f1a-4154-901c-8b2438ef39b1,35,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.3, 0.2]",Right Center Forward,"[96.7, 35.7]",1.059,,Goal,Free Kick,9811,,1,True
124323,0a984f09-94e3-4ada-aa9a-2f4429b5ee0b,43,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 40.3, 0.5]",Left Center Forward,"[113.2, 37.9]",0.436,,Goal,Open Play,9811,,1,True
124325,1848c426-5140-48f9-8fe0-4b0953f6698e,53,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[119.9, 44.2, 0.5]",Left Center Forward,"[103.5, 29.2]",0.762,,Post,Open Play,9811,,0,False
124326,4535b7cd-98d4-424b-8c89-83f4108511b3,55,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.1, 40.1, 1.3]",Right Center Forward,"[104.0, 27.0]",0.35596,,Saved,Open Play,9811,True,0,False
124327,cc5c67b6-390a-4748-9493-70f7bbe8c7d9,56,Barcelona,From Counter,Barcelona,Ousmane Dembélé,"[120.0, 32.8, 0.0]",Right Midfield,"[115.1, 51.2]",0.96013,,Off T,Open Play,9811,,0,False
124328,aa9253f0-6f01-4b74-9995-fe2dbfa307a9,58,Barcelona,Regular Play,Barcelona,Philippe Coutinho Correia,"[117.0, 39.6, 0.0]",Left Midfield,"[96.1, 29.1]",0.872557,,Saved,Open Play,9811,,0,False
124330,60353623-4cee-4025-9ea6-a4332b3fe9b2,65,Barcelona,Regular Play,Barcelona,Philippe Coutinho Correia,"[120.0, 43.6, 1.4]",Left Midfield,"[98.7, 23.2]",1.165138,,Goal,Open Play,9811,,1,True
124331,6865e94e-6904-4097-a999-e999e2670129,69,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.1, 43.1, 2.3]",Right Center Forward,"[99.1, 38.1]",0.767,,Saved,Free Kick,9811,,0,False
124332,cbb7e464-0d9b-40a0-9aab-b05dca4199f5,70,Barcelona,From Corner,Barcelona,Ivan Rakitić,"[118.3, 43.8, 0.2]",Right Center Midfield,"[116.1, 49.3]",0.82412,,Saved,Open Play,9811,,0,False
124333,9e52627f-55ad-4b8c-9765-f3daa26d0272,74,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[108.7, 33.3]",Left Center Forward,"[108.0, 32.8]",0.168079,,Blocked,Open Play,9811,,0,False
124334,f1572ba1-cc36-487b-a20d-33c1c9a0b4fe,75,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 37.9, 0.0]",Left Center Forward,"[112.1, 39.1]",0.566316,,Goal,Open Play,9811,,1,True
124335,3374a37a-5842-452d-ac0e-8176efb9699f,81,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[112.2, 48.3]",Left Center Forward,"[112.1, 35.1]",0.462129,,Wayward,Open Play,9811,,0,False
124336,8519b5ed-e94b-4226-920e-2579cea9c45e,81,Barcelona,From Corner,Barcelona,Thomas Vermaelen,"[120.0, 38.0, 2.7]",Left Center Back,"[113.0, 44.2]",1.081169,,Post,Open Play,9811,,0,False
124340,fc7d3a34-2c5e-4497-9588-6098668959c0,3,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[117.3, 39.0, 1.9]",Left Midfield,"[104.4, 24.0]",1.05557,,Saved,Open Play,9642,,0,False
124344,939bb457-ab69-4992-98c8-59d700a05b51,36,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[120.0, 54.3, 0.4]",Left Midfield,"[96.6, 26.2]",1.745259,,Off T,Open Play,9642,,0,False
124345,e59e0369-bed4-481d-a7eb-87803830dcfc,38,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[103.0, 29.1]",Right Center Forward,"[101.9, 28.6]",0.014994,,Blocked,Open Play,9642,True,0,False
124346,5b97cfa5-d50d-4bf1-a181-da07af41369f,39,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[113.1, 30.7]",Left Center Forward,"[112.3, 29.7]",0.142975,,Blocked,Open Play,9642,,0,False
124347,5637e36c-5bd4-4909-8992-80d3a4e8d9af,44,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[104.6, 26.3]",Right Center Forward,"[102.5, 24.8]",0.247879,,Blocked,Open Play,9642,,0,False
124350,dae191d0-5c94-4fc0-b5bb-347fc3eaca00,55,Barcelona,From Counter,Barcelona,Luis Alberto Suárez Díaz,"[115.2, 42.8, 1.3]",Left Center Forward,"[100.2, 50.0]",0.571933,,Saved,Open Play,9642,,0,False
124351,e63a3ea2-0612-4905-8e28-0e4becfbde10,56,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 44.1, 1.5]",Right Center Forward,"[93.7, 40.4]",1.133763,,Post,Free Kick,9642,,0,False
124352,701c8e1f-d337-4aa0-be0a-5ccde0abaab4,65,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.0, 36.1, 0.5]",Right Center Forward,"[111.3, 25.6]",0.43801,,Saved,Open Play,9642,True,0,False
124353,5a6102b3-5de1-4ec8-a5fb-ab5a46a3cebb,70,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 35.6, 1.3]",Right Center Forward,"[103.0, 40.9]",0.866066,,Off T,Open Play,9642,True,0,False
124354,6c5566f9-2a1f-48e4-8752-71f943a4e760,72,Barcelona,Regular Play,Barcelona,André Filipe Tavares Gomes,"[120.0, 41.0, 5.1]",Left Midfield,"[97.2, 25.8]",0.577938,,Off T,Open Play,9642,,0,False
124355,6e18cc5b-9da9-4de4-9be0-f264ee062d97,76,Barcelona,From Free Kick,Barcelona,Samuel Yves Umtiti,"[116.6, 39.8, 0.3]",Left Center Back,"[102.0, 27.7]",0.775538,,Saved,Open Play,9642,True,0,False
124356,5b10960a-3f64-4459-b9c4-b11f4610811a,79,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[115.7, 44.0, 0.9]",Left Center Forward,"[110.1, 49.3]",0.526191,,Saved,Open Play,9642,True,0,False
124357,696c454f-5e2d-4cec-9a53-116923008006,81,Barcelona,From Throw In,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 37.4, 0.9]",Left Center Forward,"[114.4, 36.7]",0.692025,,Goal,Open Play,9642,,1,True
124358,c8b02313-0bb4-4582-843d-133e7cc4ffc4,88,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 38.5, 4.5]",Left Center Forward,"[100.2, 34.5]",1.144253,,Off T,Open Play,9642,,0,False
124359,ea611850-e76c-41b0-a1b2-bbb68d259f38,93,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[117.8, 41.7, 0.9]",Right Center Forward,"[101.5, 40.6]",0.592524,,Saved,Free Kick,9642,,0,False
124360,9bbbc317-f599-4219-84f4-6a71de2b6e18,6,Barcelona,Regular Play,Barcelona,Lucas Digne,"[120.0, 46.3, 0.2]",Left Back,"[102.6, 22.7]",2.850747,,Off T,Open Play,9774,True,0,False
124362,2c4b2884-f7b5-40d4-bdac-0add12dfc70b,20,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[118.9, 41.5, 0.6]",Right Center Forward,"[107.6, 40.8]",1.157073,True,Saved,Open Play,9774,,0,False
124365,9d76f019-460c-408a-b366-93463c0359c0,28,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[120.0, 40.2, 3.8]",Left Midfield,"[103.2, 27.1]",1.673962,,Off T,Open Play,9774,,0,False
124367,fb5a56be-cb07-4b90-8f83-7f35fbe89962,31,Barcelona,Regular Play,Barcelona,Philippe Coutinho Correia,"[109.2, 41.8]",Right Midfield,"[101.9, 40.8]",0.312696,,Blocked,Open Play,9774,,0,False
124368,f2596576-1bfb-4980-8488-630a73d5778e,34,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.1, 41.8, 2.2]",Left Center Forward,"[109.1, 66.5]",1.080268,,Saved,Free Kick,9774,,0,False
124369,a6fe496d-621b-4c61-878b-cf1d5d2f2b77,41,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.0, 43.6, 2.0]",Left Center Forward,"[88.6, 52.8]",2.009209,,Saved,Free Kick,9774,,0,False
124370,d3e84960-1092-48fd-99f1-1d44d9c38ce0,54,Barcelona,From Corner,Barcelona,Sergi Roberto Carnicer,"[120.0, 1.8, 1.5]",Right Back,"[89.8, 39.2]",6.150651,,Off T,Open Play,9774,,0,False
124371,c6ba654f-c788-460f-babd-dbaeabdf0732,58,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.4, 36.2, 0.4]",Left Center Forward,"[113.3, 33.9]",0.576176,,Saved,Open Play,9774,,0,False
124374,a420d0cf-b021-4ec0-9c13-67a581a40b6b,64,Barcelona,Regular Play,Barcelona,José Paulo Bezzera Maciel Júnior,"[117.8, 41.5, 0.4]",Right Center Midfield,"[94.8, 46.8]",1.181529,,Saved,Open Play,9774,,0,False
124375,b59cf9d7-d67b-4ea0-9daa-1f323544d56b,67,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[115.5, 47.9, 0.8]",Right Center Forward,"[112.9, 50.3]",0.49627,,Saved,Open Play,9774,True,0,False
124376,b6d092f2-da09-47a6-ab58-8a70ed989108,69,Barcelona,From Corner,Barcelona,José Paulo Bezzera Maciel Júnior,"[116.9, 39.4, 1.2]",Right Center Midfield,"[114.7, 39.2]",1.496514,True,Saved,Open Play,9774,,0,False
124377,10b45757-81fa-4357-8958-956e090c4d73,69,Barcelona,From Corner,Barcelona,José Paulo Bezzera Maciel Júnior,"[117.1, 39.0, 1.1]",Right Center Midfield,"[115.8, 38.5]",0.66485,,Saved,Open Play,9774,,0,False
124378,09a9fe02-c6c6-432a-9361-2bd6441358ff,71,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 37.2, 0.2]",Right Center Forward,"[115.0, 50.8]",1.246373,,Goal,Open Play,9774,,1,True
124379,440f3270-6e5f-4a53-b437-ffe615ab4ffb,73,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.0, 40.6, 1.6]",Right Midfield,"[98.3, 63.5]",1.672723,,Saved,Free Kick,9774,,0,False
124380,da1a3096-f84a-4f9a-8ff3-a2ebe2f1e30e,75,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 41.7, 3.8]",Right Center Forward,"[109.7, 55.4]",2.108252,True,Off T,Open Play,9774,True,0,False
124381,ce78eed8-0a38-411b-8e30-762a5c2baa2e,77,Barcelona,From Throw In,Barcelona,José Paulo Bezzera Maciel Júnior,"[120.0, 33.4, 1.0]",Right Center Midfield,"[106.2, 43.6]",1.253471,,Off T,Open Play,9774,,0,False
124382,81e4aba0-238c-4fe2-98d1-355cd93907d2,83,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.5, 2.4]",Right Midfield,"[99.0, 52.3]",1.452908,,Goal,Free Kick,9774,,1,True
124384,d93cadd3-b521-4ae3-a6b2-6c25df9b7f55,91,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[118.1, 40.4, 1.7]",Right Midfield,"[107.1, 43.3]",1.034118,,Saved,Open Play,9774,,0,False
124391,c45d525d-641a-4981-993a-af9f8892aef8,31,Barcelona,From Corner,Barcelona,Samuel Yves Umtiti,"[117.5, 38.7, 1.4]",Left Center Back,"[110.1, 37.7]",0.400867,,Saved,Open Play,9602,,0,False
124394,06fb833f-5ed0-46fd-ae15-d4aa43b25929,46,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.3, 36.6, 2.3]",Left Wing,"[90.6, 39.2]",1.069753,,Saved,Free Kick,9602,,0,False
124395,681287ed-8b61-4593-a080-74f3a4907f80,46,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 37.3, 5.4]",Left Wing,"[97.7, 42.0]",0.819296,,Off T,Open Play,9602,,0,False
124397,3e5a13cc-f98a-431d-99a1-398205cf519e,55,Barcelona,From Goal Kick,Barcelona,Sergi Roberto Carnicer,"[118.9, 43.4, 0.5]",Right Back,"[100.1, 53.6]",0.74196,,Saved,Open Play,9602,,0,False
124398,bce7bba7-3d46-483f-8823-2e5d31f32bab,61,Barcelona,From Corner,Barcelona,Denis Suárez Fernández,"[120.0, 36.6, 1.8]",Left Center Midfield,"[106.7, 48.0]",0.828143,,Goal,Open Play,9602,,1,True
124402,16156fb1-7b5b-4e55-b5ad-dba0d09351ad,83,Barcelona,Regular Play,Barcelona,José Paulo Bezzera Maciel Júnior,"[120.0, 36.5, 1.0]",Right Center Midfield,"[112.4, 50.2]",0.691498,,Goal,Open Play,9602,,1,True
124403,32e60611-7da0-4d75-840d-4111740957c9,87,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[106.2, 39.0]",Left Wing,"[97.5, 40.4]",0.298761,,Blocked,Open Play,9602,,0,False
124408,6aa5fa91-8717-4fdc-8458-c086b9198de6,9,Barcelona,From Throw In,Barcelona,Andrés Iniesta Luján,"[120.0, 35.6, 0.0]",Left Center Midfield,"[99.9, 24.0]",0.855943,,Off T,Open Play,9948,,0,False
124409,cdb823df-af92-4b7c-ada3-8c600fd56d23,11,Barcelona,Regular Play,Barcelona,Jordi Alba Ramos,"[111.8, 29.9]",Left Back,"[109.2, 25.4]",0.16764,,Blocked,Open Play,9948,,0,False
124410,d7f5d2c3-8783-4290-8947-ead8aed5fa91,16,Barcelona,From Free Kick,Barcelona,Luis Alberto Suárez Díaz,"[105.8, 28.0]",Center Forward,"[97.2, 23.0]",0.254563,,Blocked,Free Kick,9948,,0,False
124411,393e7ba3-9300-4e8f-818d-ffba4b266e38,17,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[119.1, 38.5, 0.2]",Right Center Back,"[109.6, 39.2]",0.959802,,Saved,Open Play,9948,,0,False
124412,16a583d2-4e09-4b1a-b0d1-be454c82d98b,24,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 46.5, 1.2]",Right Center Midfield,"[110.0, 40.0]",0.634916,,Off T,Open Play,9948,,0,False
124413,cb872f56-ce25-497d-8bc6-191071cd2ee2,26,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 31.3, 0.0]",Center Forward,"[107.8, 49.1]",2.133713,,Off T,Open Play,9948,,0,False
124418,f65602a3-44dd-4fe3-8227-e2be6302f014,56,Barcelona,Regular Play,Barcelona,Philippe Coutinho Correia,"[120.0, 43.3, 1.5]",Left Wing,"[97.1, 25.1]",1.118771,,Goal,Open Play,9948,,1,True
124420,de09ae50-5dcc-466a-8af7-4c081c16befe,64,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[120.0, 30.5, 0.9]",Right Center Midfield,"[102.0, 57.3]",1.560484,,Off T,Open Play,9948,,0,False
124421,a2f35656-a64e-41dd-8a49-44e5a469c7d7,67,Barcelona,From Free Kick,Barcelona,Gerard Piqué Bernabéu,"[118.5, 40.8, 1.7]",Right Center Back,"[109.7, 42.0]",1.041508,,Saved,Open Play,9948,,0,False
124422,cf01fbf1-872a-4eb8-b8ce-3c8068490938,68,Barcelona,Regular Play,Barcelona,Denis Suárez Fernández,"[120.0, 30.5, 0.2]",Right Wing,"[109.1, 52.1]",1.778289,,Off T,Open Play,9948,,0,False
124424,fe970a07-7c2d-4549-886a-47db768ab701,76,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[117.0, 39.7, 1.5]",Left Wing,"[110.1, 34.3]",1.005872,True,Saved,Open Play,9948,True,0,False
124428,a586c569-474f-4c70-a7de-0364824de189,84,Barcelona,Regular Play,Barcelona,Francisco Alcácer García,"[120.0, 45.8, 3.5]",Right Center Forward,"[104.8, 51.7]",1.327859,,Off T,Open Play,9948,,0,False
124430,c22e6568-af80-4294-917a-f3cb67fbe3f6,6,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[110.2, 37.6]",Left Center Forward,"[109.1, 37.2]",0.207581,,Blocked,Open Play,9682,,0,False
124432,213c747b-22e9-4370-a09d-b6ee20fece1e,23,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 45.2, 3.5]",Right Center Forward,"[110.2, 53.5]",0.518958,,Off T,Open Play,9682,,0,False
124434,d95a7ee7-06c9-47c1-9e7c-b2462c53eaf8,27,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 42.8, 0.9]",Left Center Forward,"[118.7, 44.7]",0.181,,Goal,Open Play,9682,,1,True
124443,6a625900-1ed7-4de6-a287-a86a7cf300f2,59,Barcelona,Regular Play,Barcelona,Francisco Alcácer García,"[117.9, 36.0, 1.6]",Right Midfield,"[113.3, 29.8]",0.325822,,Saved,Open Play,9682,,0,False
124444,306f75ed-fc40-414c-9f4c-cce3d90bf400,59,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 42.0, 0.3]",Left Center Forward,"[109.4, 49.5]",0.567164,,Goal,Open Play,9682,,1,True
124451,f3dacbcd-0bee-41c5-92d4-e4c7c9482d44,74,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[115.6, 39.6]",Right Center Forward,"[108.5, 33.8]",0.372995,,Blocked,Open Play,9682,,0,False
124452,10f0501b-bb72-4e05-857e-aa1430165cd8,74,Barcelona,Regular Play,Barcelona,Aleix Vidal Parreu,"[120.0, 45.2, 2.4]",Right Back,"[110.3, 47.6]",0.503,,Off T,Open Play,9682,,0,False
124456,14808dff-6f20-468f-987b-4c237edf7bf8,87,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[119.5, 36.7, 0.4]",Center Attacking Midfield,"[94.9, 32.7]",0.701,,Saved,Open Play,9682,,0,False
124457,13723f74-d57b-4bf2-ba52-ec5fea376912,87,Barcelona,Regular Play,Barcelona,Luis Alberto Suárez Díaz,"[118.3, 36.9, 1.5]",Right Center Forward,"[112.3, 27.4]",0.414207,,Saved,Open Play,9682,,0,False
124458,d87fe0fc-621b-44c2-8f25-9a3bb176fde1,89,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[117.1, 30.9]",Center Attacking Midfield,"[116.7, 29.5]",0.111,,Blocked,Open Play,9682,,0,False
124459,81ffc57e-7cd8-494b-9fcd-a58b3937350e,89,Barcelona,From Throw In,Barcelona,José Paulo Bezzera Maciel Júnior,"[120.0, 37.4, 0.5]",Left Center Midfield,"[113.7, 33.5]",0.498021,,Goal,Open Play,9682,,1,True
124461,aa7cce31-eecd-4bc6-9d5f-58f7dcf76c79,2,Barcelona,From Free Kick,Barcelona,Gerard Deulofeu Lázaro,"[119.0, 36.9, 0.4]",Left Wing,"[111.3, 32.0]",0.799804,True,Saved,Open Play,9581,,0,False
124462,d094700f-23c8-49d9-b954-a849ead4ea8a,4,Barcelona,From Goal Kick,Barcelona,Gerard Deulofeu Lázaro,"[118.6, 37.5, 0.5]",Left Wing,"[100.1, 25.2]",0.891923,,Saved,Open Play,9581,,0,False
124463,8ec68402-81f5-410f-a521-5aeb51f4513b,6,Barcelona,From Throw In,Barcelona,Ivan Rakitić,"[102.3, 37.2]",Right Center Midfield,"[98.9, 36.6]",0.090236,,Blocked,Open Play,9581,True,0,False
124464,330e2f1c-697b-46b7-9525-130e7cc4ad2e,8,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[115.5, 36.2, 0.3]",Center Forward,"[99.1, 31.6]",0.667908,,Saved,Open Play,9581,,0,False
124466,bee286c7-668c-4cbf-9d66-06dc0371083d,15,Barcelona,Regular Play,Barcelona,Andrés Iniesta Luján,"[115.0, 40.9, 1.0]",Left Center Midfield,"[96.8, 47.4]",0.752505,,Saved,Open Play,9581,,0,False
124467,efe3ff20-3fd1-4e31-8da4-78d703e28f0a,22,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[118.6, 37.1, 0.2]",Center Forward,"[106.8, 31.9]",0.598555,,Saved,Open Play,9581,,0,False
124472,dc16cc84-c3d0-4ced-814a-7e4a62c1da96,34,Barcelona,Regular Play,Barcelona,Gerard Deulofeu Lázaro,"[112.7, 28.5]",Left Wing,"[112.1, 27.8]",0.055649,,Blocked,Open Play,9581,,0,False
124473,1e379fc2-8b35-4fe7-8151-10a8c78deb9f,34,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[112.2, 46.8]",Right Center Back,"[111.1, 47.5]",0.12757,,Blocked,Open Play,9581,True,0,False
124474,f0a90598-ce1d-4858-9699-68bab27c0b4a,38,Barcelona,Other,Barcelona,Lionel Andrés Messi Cuccittini,"[119.1, 36.9, 1.1]",Center Forward,"[108.0, 40.0]",0.365873,,Saved,Penalty,9581,,0,False
124475,ebaf34e8-e9db-4338-abf8-cc55875656dd,43,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[111.3, 45.7]",Center Forward,"[103.3, 30.8]",0.773851,,Wayward,Open Play,9581,,0,False
124476,76ceb2fc-482f-44de-abf6-cd9a95b148c7,45,Barcelona,From Counter,Barcelona,Gerard Deulofeu Lázaro,"[118.0, 43.7, 0.5]",Left Wing,"[107.6, 54.3]",0.687242,,Saved,Open Play,9581,,0,False
124477,5bf533f0-3e24-4c0f-ad90-8d32d885a67b,47,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 35.0, 2.8]",Center Forward,"[94.7, 41.1]",1.162477,,Off T,Open Play,9581,,0,False
124478,e8bc1cd6-caf5-4a67-b301-e103f82cb7f8,52,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[119.2, 42.6, 1.5]",Center Forward,"[88.7, 41.5]",1.205977,,Saved,Free Kick,9581,,0,False
124479,1918c154-f5ea-4656-bc0b-4ce574874075,54,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 38.3, 1.2]",Center Forward,"[109.7, 28.4]",0.13532,,Goal,Open Play,9581,True,1,True
124480,993e1b25-ed39-4559-ba82-69830daaf705,63,Barcelona,From Throw In,Barcelona,Jordi Alba Ramos,"[120.0, 43.3, 4.3]",Left Back,"[109.9, 29.7]",0.730055,,Off T,Open Play,9581,,0,False
124482,d6defd92-40b7-429d-9937-457d4d576265,65,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 43.0, 0.4]",Center Forward,"[108.4, 34.9]",0.550304,,Goal,Open Play,9581,True,1,True
124486,9cab05ae-500e-449b-9174-3bf72000ec44,73,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 42.6, 2.8]",Center Forward,"[102.6, 41.4]",0.890848,,Post,Open Play,9581,,0,False
124487,279c1857-1826-4b66-b0ba-e45b16ef7f73,74,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[114.1, 39.4, 0.2]",Center Forward,"[102.9, 39.0]",0.036511,,Saved,Open Play,9581,,0,False
124490,76b3b158-e714-40bb-9c95-2babe998b54a,80,Barcelona,Regular Play,Barcelona,Denis Suárez Fernández,"[101.5, 45.7]",Right Wing,"[99.9, 46.3]",0.108264,,Blocked,Open Play,9581,,0,False
124491,ae758980-d732-4d38-ba20-b2ec1fdcf34e,84,Barcelona,From Corner,Barcelona,Francisco Alcácer García,"[115.5, 39.8]",Left Wing,"[107.8, 28.7]",0.715179,,Wayward,Open Play,9581,,0,False
124492,548880fd-8c2c-4bca-9522-6204e16adfbc,90,Barcelona,Regular Play,Barcelona,Ivan Rakitić,"[97.2, 40.6]",Right Center Midfield,"[96.2, 40.7]",0.028522,,Blocked,Open Play,9581,,0,False
124493,ef0e1520-816e-442f-8805-0393d43b189b,91,Barcelona,From Corner,Barcelona,Denis Suárez Fernández,"[118.2, 44.6, 1.0]",Right Wing,"[108.0, 57.3]",0.412601,,Saved,Open Play,9581,,0,False
124494,004ab33c-f9a7-4b9a-aa01-725f661772bc,91,Barcelona,From Corner,Barcelona,Gerard Piqué Bernabéu,"[112.7, 37.0]",Right Center Back,"[111.8, 36.3]",0.104773,,Blocked,Open Play,9581,True,0,False
124495,1b1932c0-55b3-46b9-97cf-29e055a925bf,2,Barcelona,From Free Kick,Barcelona,Lionel Andrés Messi Cuccittini,"[120.0, 36.6, 5.3]",Right Center Forward,"[108.1, 43.3]",0.648544,,Off T,Open Play,9726,,0,False
124497,7edfedd1-1232-4a6c-9cce-ec37f0ba6905,9,Barcelona,From Corner,Barcelona,José Paulo Bezzera Maciel Júnior,"[100.6, 40.4]",Left Defensive Midfield,"[95.7, 40.2]",0.158821,,Blocked,Open Play,9726,,0,False
124499,981d50bb-3c36-41c8-86ec-0409b1e4a648,13,Barcelona,Regular Play,Barcelona,Lionel Andrés Messi Cuccittini,"[117.6, 38.7, 0.5]",Right Center Forward,"[101.3, 31.7]",0.940662,,Saved,Open Play,9726,,0,False
124500,e4b92e34-970c-4022-9dbd-3025d9a7241f,25,Barcelona,From Throw In,Barcelona,Lionel Andrés Messi Cuccittini,"[115.8, 37.8, 0.8]",Right Center Forward,"[106.2, 31.3]",0.459889,,Saved,Open Play,9726,,0,False
124501,84ac9024-5035-438d-b18f-aaf715f8a609,26,Barcelona,Regular Play,Barcelona,Aleix Vidal Parreu,"[117.9, 42.4, 2.1]",Right Midfield,"[112.3, 47.9]",0.446334,,Saved,Open Play,9726,,0,False
124502,b3ca18fa-1685-495f-88cd-8e21ac207caa,27,Barcelona,From Corner,Barcelona,Lionel Andrés Messi Cuccittini,"[117.9, 47.6, 0.4]",Right Center Forward,"[116.8, 50.1]",0.117917,True,Saved,Open Play,9726,,0,False
124503,85cee35b-08af-4e6e-958a-74cbf2f4562f,28,Barcelona,From Corner,Barcelona,Luis Alberto Suárez Díaz,"[120.0, 41.8, 0.9]",Left Center Forward,"[116.0, 44.3]",0.36165,,Goal,Open Play,9726,,1,True
